idx,id,url,precio,moneda,expensas,tipo_unidad,area_m2_cubierta,area_m2_descubierta,area_m2_total,antiguedad,estado_edificio,ambientes,banos,estado,disposicion,orientacion,latitud,longitud,image_url,imagen_path,valido_desde,valido_hasta,cocheras
2077,17672122.0,https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-3-ambientes--17672122,235000.0,USD,230000.0,,75.0,5.0,80.0,20.0,,3.0,2.0,,Frente,N,-34.630695,-58.44114,https://www.argenprop.com/static-content/22127671/fb0f0d61-6676-49ef-a0b0-a8b97e9bd639_u_small.jpg,images/17672122.jpg,,,b''
2078,18647262.0,https://www.argenprop.com/departamento-en-venta-en-microcentro-4-ambientes--18647262,86000.0,USD,480000.0,Piso,100.0,,100.0,25.0,,4.0,2.0,Muy Bueno,Frente,E,-34.6148,-58.38187,https://www.argenprop.com/static-content/26274681/9b56d3fd-21de-40c8-bc6f-7b71338b561a_u_small.jpg,images/18647262.jpg,,,b''
2079,18634974.0,https://www.argenprop.com/departamento-en-venta-en-microcentro-3-ambientes--18634974,92000.0,USD,130000.0,Departamento,32.0,,32.0,,,2.0,1.0,Bueno,Lateral,,-34.59861,-58.38539,https://www.argenprop.com/static-content/47943681/3110b9ef-9c75-45b1-b782-2197f8c93a7f_u_small.jpg,images/18634974.jpg,,,b''
2080,17434485.0,https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-3-ambientes--17434485,149000.0,USD,115000.0,Departamento,71.0,10.0,81.0,12.0,,3.0,2.0,Excelente,Contrafrente,E,-34.6354,-58.42741,https://www.argenprop.com/static-content/58443471/984fac7c-da1d-4fa4-a994-e45795880323_u_small.jpg,images/17434485.jpg,,,b''
2081,18702790.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-2-ambientes--18702790,55000.0,USD,53000.0,Departamento,39.0,,39.0,30.0,,2.0,1.0,Muy Bueno,Lateral,N,-34.61952,-58.39872,https://www.argenprop.com/static-content/09720781/576976b4-47bb-4c72-801b-d66e465623c6_u_small.jpg,images/18702790.jpg,,,b''
2082,18441554.0,https://www.argenprop.com/departamento-en-venta-en-belgrano--18441554,225000.0,USD,384000.0,Piso,98.0,,98.0,15.0,,,,Excelente,Frente,,-34.56508,-58.45935,https://www.argenprop.com/static-content/45514481/135e9688-d2e7-4b35-9ea3-f4f5a483e868_u_small.jpg,images/18441554.jpg,,,b''
2083,18552149.0,https://www.argenprop.com/departamento-en-venta-en-palermo-viejo-4-ambientes--18552149,190000.0,USD,150000.0,,61.0,62.0,123.0,30.0,,4.0,1.0,,Contrafrente,,-34.59487,-58.407707,https://www.argenprop.com/static-content/94125581/626243b5-3a68-4aa6-b9a1-d5daae82f376_u_small.jpg,images/18552149.jpg,,,b''
2084,18625221.0,https://www.argenprop.com/departamento-en-venta-en-floresta-6-ambientes--18625221,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/12252681/f56278b7-c273-4d20-b44c-d438e7b3ae1e_u_small.jpg,images/18625221.jpg,,,b''
2085,17073775.0,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--17073775,129000.0,USD,,Departamento,53.0,6.0,59.0,,,2.0,1.0,,,,-34.6341,-58.47361,https://www.argenprop.com/static-content/57737071/f4872883-9b7e-4f1f-8f81-a90c4d64e31d_u_small.jpg,images/17073775.jpg,,,b''
2086,18531157.0,https://www.argenprop.com/departamento-en-venta-en-retiro-4-ambientes--18531157,388000.0,USD,500000.0,Departamento,129.0,,129.0,,,4.0,2.0,Excelente,Frente,NO,-34.59317,-58.38018,https://www.argenprop.com/static-content/75113581/00cec632-8050-4f57-ae7b-0c6f1c1b534d_u_small.jpg,images/18531157.jpg,,,b''
2087,18260782.0,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-2-ambientes--18260782,169000.0,USD,220000.0,,46.0,,46.0,,,2.0,1.0,,Frente,N,-34.587376,-58.42816,https://www.argenprop.com/static-content/28706281/c501362c-6ccb-4bd5-9ab9-97196470b0ff_u_small.jpg,images/18260782.jpg,,,b''
2088,12493293.0,https://www.argenprop.com/departamento-en-venta-en-boedo-2-ambientes--12493293,106000.0,USD,108000.0,Departamento,52.0,,52.0,,,2.0,1.0,Excelente,Contrafrente,E,-34.62196,-58.4192,https://www.argenprop.com/static-content/39239421/429ffc32-cec5-40bf-8f58-bbc0946f1b18_u_small.jpg,images/12493293.jpg,,,b''
2089,18290292.0,https://www.argenprop.com/ph-en-venta-en-floresta-3-ambientes--18290292,135000.0,USD,,,80.0,58.0,138.0,50.0,,3.0,,,Frente,NE,-34.619408,-58.500835,https://www.argenprop.com/static-content/29209281/2aa39ddf-be18-44e4-8aa6-1009777f8287_u_small.jpg,images/18290292.jpg,,,b''
2090,18673669.0,https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18673669,336000.0,USD,345250.0,,87.0,,87.0,,,3.0,2.0,,Contrafrente,,-34.58118,-58.442635,https://www.argenprop.com/static-content/96637681/a3c2e1e0-484b-4a49-99f6-4a414c2dd190_u_small.jpg,images/18673669.jpg,,,b''
2091,17366895.0,https://www.argenprop.com/ph-en-venta-en-floresta-norte-4-ambientes--17366895,269000.0,USD,,,135.0,54.0,189.0,60.0,,4.0,,,Frente,,-34.6218,-58.50624,https://www.argenprop.com/static-content/59866371/f4b3ae6a-aaba-48d5-8fb1-e88576eccb1e_u_small.jpg,images/17366895.jpg,,,b''
2092,17623110.0,https://www.argenprop.com/casa-en-venta-en-monte-castro-4-ambientes--17623110,169000.0,USD,,,,,,60.0,,4.0,2.0,Bueno,,N,,,https://www.argenprop.com/static-content/01132671/4fa9aa11-e435-4da8-a5e2-1188d88a19e3_u_small.jpg,images/17623110.jpg,,,b''
2093,18470711.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-6-ambientes--18470711,275000.0,USD,430000.0,Departamento,123.0,12.0,135.0,50.0,,6.0,2.0,Bueno,Frente,,-34.56823,-58.45679,https://www.argenprop.com/static-content/11707481/20556d84-3f9f-4deb-8e6e-c48784a7e86e_u_small.jpg,images/18470711.jpg,,,b''
2094,18550575.0,https://www.argenprop.com/departamento-en-venta-en-boedo-2-ambientes--18550575,150000.0,USD,200000.0,,,4.0,,14.0,,2.0,1.0,,Contrafrente,SE,-34.62583,-58.4182,https://www.argenprop.com/static-content/57505581/609044f0-6c8b-4424-9bbe-4fb614d4a4bb_u_small.jpg,images/18550575.jpg,,,b''
2095,17489961.0,https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-3-ambientes--17489961,,ARS,120000.0,,72.0,,76.0,70.0,,3.0,1.0,Muy Bueno,Contrafrente,NE,-34.63597,-58.44958,https://www.argenprop.com/static-content/16998471/1f477567-3605-4447-895f-2729ab1b0f82_u_small.jpg,images/17489961.jpg,,,b''
2096,17768959.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-3-ambientes--17768959,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/95986771/210dfa16-6be8-441b-a4fb-bc6dc9137541_u_small.jpg,images/17768959.jpg,,,b''
2097,17740655.0,https://www.argenprop.com/ph-en-venta-en-floresta-3-ambientes--17740655,89000.0,USD,,,51.0,20.0,71.0,40.0,,3.0,,,Contrafrente,,-34.62971,-58.484104,https://www.argenprop.com/static-content/55604771/0d18e9fe-c60f-4f65-a650-5d0d86f71ce5_u_small.jpg,images/17740655.jpg,,,b''
2098,18533407.0,https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-3-ambientes--18533407,149000.0,USD,153000.0,,61.0,3.0,64.0,45.0,,3.0,1.0,,Frente,SE,-34.63082,-58.44064,https://www.argenprop.com/static-content/70433581/794d93a9-c18a-4b87-b7f4-9299e96d96a6_u_small.jpg,images/18533407.jpg,,,b''
2099,17597403.0,https://www.argenprop.com/ph-en-venta-en-villa-santa-rita-4-ambientes--17597403,165000.0,USD,,,82.0,28.0,110.0,50.0,,4.0,,Muy Bueno,Frente,N,-34.61573,-58.47599,https://www.argenprop.com/static-content/30479571/e785a105-d9c7-4c64-befc-d02c5870f53f_u_small.jpg,images/17597403.jpg,,,b''
2100,16857718.0,https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-4-ambientes--16857718,175000.0,USD,331000.0,,78.0,11.0,89.0,40.0,,4.0,1.0,,Frente,,-34.63401,-58.439728,https://www.argenprop.com/static-content/81775861/0c932400-e80b-4613-a1be-afad2f1b604a_u_small.jpg,images/16857718.jpg,,,b''
2101,18595060.0,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-3-ambientes--18595060,235000.0,USD,400000.0,,65.0,,73.0,20.0,,3.0,2.0,Excelente,Contrafrente,E,-34.59905,-58.4866,https://www.argenprop.com/static-content/06059581/1bc010a2-a4bf-462a-a897-18f1bf86ca04_u_small.jpg,images/18595060.jpg,,,b''
2102,18734831.0,https://www.argenprop.com/ph-en-venta-en-villa-santa-rita-4-ambientes--18734831,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/13843781/62bbe2ac-8d20-404a-8caa-fc81eeaab966_u_small.jpg,images/18734831.jpg,,,b''
2103,18604214.0,https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--18604214,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/41240681/0dafbf82-3fba-48f5-bff6-b76055667526_u_small.jpg,images/18604214.jpg,,,b''
2104,18762551.0,https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--18762551,59900.0,USD,98000.0,Departamento,36.0,,36.0,40.0,,2.0,1.0,Muy Bueno,Lateral,NE,-34.60172,-58.40522,https://www.argenprop.com/static-content/15526781/95af3f37-f415-4cf2-b7dc-d398349b42c6_u_small.jpg,images/18762551.jpg,,,b''
2105,18510134.0,https://www.argenprop.com/departamento-en-venta-en-boedo-1-ambiente--18510134,90000.0,USD,133000.0,Departamento,27.0,20.0,47.0,40.0,,1.0,1.0,Excelente,Frente,N,-34.62115,-58.41698,https://www.argenprop.com/static-content/43101581/43bee2b0-e54a-4b1f-8a46-e66846ee2cf3_u_small.jpg,images/18510134.jpg,,,b''
2106,17288000.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-3-ambientes--17288000,262500.0,USD,,,74.0,16.0,90.0,,,3.0,2.0,,Frente,SO,-34.595207,-58.506367,https://www.argenprop.com/static-content/00088271/b13f7cdb-fbcc-4c49-9a15-d81d26d6db75_u_small.jpg,images/17288000.jpg,,,b''
2107,18813899.0,https://www.argenprop.com/casa-en-venta-en-villa-luro-3-ambientes--18813899,110000.0,USD,,Casa,80.0,40.0,120.0,60.0,,3.0,1.0,Regular,,,-34.62756,-58.50428,https://www.argenprop.com/static-content/99831881/f501e772-88df-4db5-a0f9-3e36092e0a70_u_small.jpg,images/18813899.jpg,,,b''
2108,17558638.0,https://www.argenprop.com/casa-en-venta-en-villa-luro-3-ambientes--17558638,170000.0,USD,,Casa,113.0,13.0,126.0,40.0,,3.0,1.0,Excelente,,,-34.632984,-58.503376,https://www.argenprop.com/static-content/83685571/581d36c5-d316-406e-ab2f-700ab3e63fc8_u_small.jpg,images/17558638.jpg,,,b''
2109,18323630.0,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-2-ambientes--18323630,129900.0,USD,,,42.0,,42.0,,,2.0,1.0,,Frente,SE,-34.598392,-58.488255,https://www.argenprop.com/static-content/03632381/fbdebdf5-79af-4ebc-8f5a-85fd03542c49_u_small.jpg,images/18323630.jpg,,,b''
2110,17156278.0,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--17156278,89900.0,USD,188000.0,,92.0,,92.0,10.0,,2.0,2.0,,,,-34.632427,-58.46727,https://www.argenprop.com/static-content/87265171/aeb19dbf-a9e4-4e35-8c57-0e2c48c00cff_u_small.jpg,images/17156278.jpg,,,b''
2111,18256330.0,https://www.argenprop.com/casa-en-venta-en-villa-luro-5-ambientes--18256330,250000.0,USD,,Casa,218.0,,218.0,70.0,,5.0,1.0,Bueno,,,-34.63491,-58.50769,https://www.argenprop.com/static-content/03365281/821d168a-0904-4fb4-ab06-aff55e24106e_u_small.jpg,images/18256330.jpg,,,b''
2112,17828788.0,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--17828788,97900.0,USD,,Departamento,40.0,5.0,45.0,,,2.0,1.0,,,,-34.6341,-58.47361,https://www.argenprop.com/static-content/88782871/2f34ec26-0c4d-4cab-9eb6-d27a5f131769_u_small.jpg,images/17828788.jpg,,,b''
2113,18541596.0,https://www.argenprop.com/ph-en-venta-en-villa-devoto-4-ambientes--18541596,155000.0,USD,,,80.0,65.0,145.0,35.0,,4.0,,Muy Bueno,Frente,,-34.61666,-58.51483,https://www.argenprop.com/static-content/69514581/13a3c2ab-b8ab-4544-a422-e4cd2f33033e_u_small.jpg,images/18541596.jpg,,,b''
2114,16552263.0,https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--16552263,89000.0,USD,50000.0,Departamento,65.0,10.0,75.0,40.0,,3.0,1.0,Muy Bueno,Frente,E,-34.64067,-58.46838,https://www.argenprop.com/static-content/36225561/ca462854-c7f8-4367-86eb-44560bdb1af1_u_small.jpg,images/16552263.jpg,,,b''
2115,18781210.0,https://www.argenprop.com/ph-en-venta-en-villa-crespo-2-ambientes--18781210,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/01218781/7040a262-0623-4647-8e84-952754febfa4_u_small.jpg,images/18781210.jpg,,,b''
2116,16486209.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-chico-4-ambientes--16486209,733500.0,USD,,,132.0,,132.0,,,4.0,2.0,,Frente,E,-34.55544,-58.447292,https://www.argenprop.com/static-content/90268461/446b8c3c-a7e3-424a-a016-f016085741a7_u_small.jpg,images/16486209.jpg,,,b''
2117,16522302.0,https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--16522302,137900.0,USD,,Departamento,60.0,3.0,63.0,,,3.0,1.0,,Contrafrente,NE,-34.6341,-58.47361,https://www.argenprop.com/static-content/20322561/2dd09cb0-bcf1-41a7-8aca-91c0f6199693_u_small.jpg,images/16522302.jpg,,,b''
2118,18717401.0,https://www.argenprop.com/ph-en-venta-en-villa-pueyrredon-4-ambientes--18717401,227000.0,USD,,,67.0,82.0,149.0,,,4.0,,,Frente,,-34.587135,-58.503304,https://www.argenprop.com/static-content/10471781/e606d4e2-8612-4f33-8b1c-b79cedb374ea_u_small.jpg,images/18717401.jpg,,,b''
2119,16280953.0,https://www.argenprop.com/departamento-en-venta-en-nunez-2-ambientes--16280953,154000.0,USD,96000.0,,47.0,,47.0,,,2.0,2.0,,Contrafrente,NE,-34.55202,-58.47209,https://www.argenprop.com/static-content/35908261/1819c440-5596-4018-888c-0171271f53b6_u_small.jpg,images/16280953.jpg,,,b''
2120,17640646.0,https://www.argenprop.com/casa-en-venta-en-villa-devoto-4-ambientes--17640646,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/64604671/b11a9962-fbd9-4d80-96ef-874900d83fc9_u_small.jpg,images/17640646.jpg,,,b''
2121,17928225.0,https://www.argenprop.com/casa-en-venta-en-belgrano-r-6-ambientes--17928225,895000.0,USD,,,420.0,,420.0,35.0,,6.0,4.0,,,,-34.5706,-58.46861,https://www.argenprop.com/static-content/52282971/486581d7-d7e0-419a-9ebf-a665499b014c_u_small.jpg,images/17928225.jpg,,,b''
2122,17421836.0,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--17421836,69000.0,USD,105000.0,,30.0,22.0,52.0,50.0,,1.0,1.0,,Frente,E,-34.62002,-58.43893,https://www.argenprop.com/static-content/63812471/7d3da329-9d93-4ed0-93dd-51b504bec4b4_u_small.jpg,images/17421836.jpg,,,b''
2123,17352280.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-chico-3-ambientes--17352280,427700.0,USD,,,75.0,,75.0,,,3.0,2.0,,Contrafrente,,-34.55544,-58.447292,https://www.argenprop.com/static-content/08225371/56e1c90d-1f25-413c-ba77-554abd96d174_u_small.jpg,images/17352280.jpg,,,b''
2124,18340774.0,https://www.argenprop.com/ph-en-venta-en-villa-urquiza-3-ambientes--18340774,175000.0,USD,,,74.0,28.0,102.0,40.0,,3.0,,,Lateral,N,-34.567867,-58.497818,https://www.argenprop.com/static-content/47704381/48528861-154a-463d-8fc0-c92eb5a3689b_u_small.jpg,images/18340774.jpg,,,b''
2125,18422279.0,https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--18422279,90000.0,USD,100000.0,Departamento,71.0,,71.0,30.0,,3.0,1.0,Excelente,Contrafrente,,-34.61625,-58.46326,https://www.argenprop.com/static-content/97222481/f4ed24d4-ce9d-4c1d-be85-33e9c7911fa5_u_small.jpg,images/18422279.jpg,,,b''
2126,17716887.0,https://www.argenprop.com/casa-en-venta-en-belgrano-r-7-ambientes--17716887,1250000.0,USD,,,500.0,160.0,660.0,30.0,,7.0,6.0,Muy Bueno,,NE,-34.57687,-58.46688,https://www.argenprop.com/static-content/78861771/c97c0ff3-95c9-4fbc-a363-29b8baf9091f_u_small.jpg,images/17716887.jpg,,,b''
2127,18263312.0,https://www.argenprop.com/ph-en-venta-en-flores-3-ambientes--18263312,120000.0,USD,,,33.0,63.0,96.0,60.0,,3.0,,Bueno,Lateral,,-34.61437,-58.46587,https://www.argenprop.com/static-content/21336281/347bfb58-d2e9-4646-a241-04fd2ace4897_u_small.jpg,images/18263312.jpg,,,b''
2128,18551803.0,https://www.argenprop.com/ph-en-venta-en-villa-devoto-5-ambientes--18551803,199000.0,USD,,,103.0,59.0,162.0,50.0,,5.0,,A Refaccionar,Contrafrente,,-34.60683,-58.50608,https://www.argenprop.com/static-content/30815581/d2ee0225-8c9d-487e-8f37-9bfb56c536cd_u_small.jpg,images/18551803.jpg,,,b''
2129,17635767.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-3-ambientes--17635767,235200.0,USD,,,71.0,,84.0,,,3.0,2.0,Bueno,,N,,,https://www.argenprop.com/static-content/76753671/9dda234f-92c6-477e-b228-2e26d4830a93_u_small.jpg,images/17635767.jpg,,,b''
2130,15721267.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-3-ambientes--15721267,182000.0,USD,118000.0,,65.0,,65.0,12.0,,3.0,2.0,,Frente,S,-34.61945,-58.44041,https://www.argenprop.com/static-content/76212751/03fa5776-865b-4e50-836b-6029a790574f_u_small.jpg,images/15721267.jpg,,,b''
2131,17186556.0,https://www.argenprop.com/casa-en-venta-en-villa-devoto-7-ambientes--17186556,495000.0,USD,,Casa,192.0,176.0,368.0,45.0,,7.0,2.0,A Refaccionar,,E,-34.60133,-58.51803,https://www.argenprop.com/static-content/65568171/39db7232-35fb-469d-9417-53ff47643b12_u_small.jpg,images/17186556.jpg,,,b''
2132,17207915.0,https://www.argenprop.com/casa-en-venta-en-villa-devoto-5-ambientes--17207915,520000.0,USD,,Casa,192.0,176.0,368.0,45.0,,5.0,2.0,A Refaccionar,,E,-34.6013,-58.51758,https://www.argenprop.com/static-content/51970271/2a502d63-c70d-45cf-ba88-5790a5a6c56b_u_small.jpg,images/17207915.jpg,,,b''
2133,7398228.0,https://www.argenprop.com/departamento-en-venta-en-monte-castro-3-ambientes--7398228,133000.0,USD,,Departamento,52.0,8.0,60.0,,,3.0,1.0,Excelente,,NO,-34.61836,-58.50288,https://www.argenprop.com/static-content/8228937/ba9cd99f-5632-4357-b044-546d49267f58_u_small.jpg,images/7398228.jpg,,,b''
2134,17578194.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-3-ambientes--17578194,170000.0,USD,100000.0,,55.0,,58.0,50.0,,3.0,1.0,Muy Bueno,Contrafrente,N,-34.60155,-58.51332,https://www.argenprop.com/static-content/49187571/720904fd-cd56-42ce-b0c4-4e27511d8ae9_u_small.jpg,images/17578194.jpg,,,b''
2135,17739910.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--17739910,83000.0,USD,153300.0,,54.0,,54.0,45.0,,3.0,1.0,,Lateral,E,-34.619194,-58.43808,https://www.argenprop.com/static-content/01993771/b7b0e26d-4ee7-4093-b091-48d9c0b88642_u_small.jpg,images/17739910.jpg,,,b''
2136,17777901.0,https://www.argenprop.com/ph-en-venta-en-floresta-3-ambientes--17777901,149000.0,USD,,,117.0,88.0,205.0,60.0,,3.0,,Muy Bueno,Frente,E,-34.62901,-58.48405,https://www.argenprop.com/static-content/10977771/1ee37056-bf29-4057-836e-b589955125fe_u_small.jpg,images/17777901.jpg,,,b''
2137,16162067.0,https://www.argenprop.com/ph-en-venta-en-villa-devoto-1-ambiente--16162067,118000.0,USD,,,72.0,,72.0,,,1.0,,Excelente,Frente,,-34.61676,-58.51705,https://www.argenprop.com/static-content/76026161/f291e881-c1fa-4d76-8d9f-08f1c91f2b50_u_small.jpg,images/16162067.jpg,,,b''
2138,17915689.0,https://www.argenprop.com/casa-en-venta-en-caballito-5-ambientes--17915689,426300.0,USD,,,178.0,58.0,236.0,30.0,,5.0,3.0,,,,-34.62762,-58.4372,https://www.argenprop.com/static-content/98651971/6840c504-d890-4adc-a535-e25136546a9f_u_small.jpg,images/17915689.jpg,,,b''
2139,17969736.0,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--17969736,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/63796971/346d0978-542c-4188-8ec3-33c46944a0b1_u_small.jpg,images/17969736.jpg,,,b''
2140,17779737.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-3-ambientes--17779737,325000.0,USD,410000.0,Semipiso,94.0,11.0,105.0,40.0,,3.0,2.0,Excelente,Frente,E,-34.571747,-58.442432,https://www.argenprop.com/static-content/73797771/1c392673-5c2b-4cd4-b913-bdf7d4549507_u_small.jpg,images/17779737.jpg,,,b''
2141,16243634.0,https://www.argenprop.com/casa-en-venta-en-floresta-7-ambientes--16243634,269000.0,USD,,,150.0,100.0,250.0,60.0,,7.0,2.0,,,N,-34.627445,-58.48494,https://www.argenprop.com/static-content/43634261/ddf1e734-c224-4053-99e1-5556abf976f6_u_small.jpg,images/16243634.jpg,,,b''
2142,18387434.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-c-5-ambientes--18387434,380000.0,USD,480000.0,Semipiso,124.0,4.0,133.0,45.0,,5.0,2.0,Muy Bueno,Frente,NE,-34.56244,-58.44996,https://www.argenprop.com/static-content/43478381/ba37524d-2184-4943-850a-55dab4353c7b_u_small.jpg,images/18387434.jpg,,,b''
2143,18447783.0,https://www.argenprop.com/departamento-en-venta-en-floresta-2-ambientes--18447783,70000.0,USD,140000.0,Departamento,42.0,,45.0,25.0,,2.0,1.0,Muy Bueno,Frente,,-34.62881,-58.48156,https://www.argenprop.com/static-content/38774481/81050ab6-aab4-4868-9def-4a6d22d0a513_u_small.jpg,images/18447783.jpg,,,b''
2144,18461922.0,https://www.argenprop.com/ph-en-venta-en-flores-4-ambientes--18461922,169000.0,USD,,,80.0,43.0,123.0,25.0,,4.0,,Muy Bueno,Interno,NO,-34.63852,-58.4789,https://www.argenprop.com/static-content/22916481/c4965575-3528-46e3-a011-e4a8d5956a1b_u_small.jpg,images/18461922.jpg,,,b''
2145,18543140.0,https://www.argenprop.com/departamento-en-venta-en-parque-centenario--18543140,162000.0,USD,,Departamento,45.0,9.0,54.0,,,,,Excelente,,,-34.60508,-58.43157,https://www.argenprop.com/static-content/04134581/275a3c5b-0180-4e07-bd9c-e742dc5275f5_u_small.jpg,images/18543140.jpg,,,b''
2146,8217948.0,https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--8217948,,ARS,,Departamento,65.0,,65.0,,,3.0,1.0,Excelente,Contrafrente,N,-34.63004,-58.45816,https://www.argenprop.com/static-content/8497128/682a7c0c-1e79-45b3-ba42-0295d2f25a03_u_small.jpg,images/8217948.jpg,,,b''
