idx,id,url,precio,moneda,expensas,tipo_unidad,area_m2_cubierta,area_m2_descubierta,area_m2_total,antiguedad,estado_edificio,ambientes,banos,estado,disposicion,orientacion,latitud,longitud,image_url,imagen_path,valido_desde,valido_hasta,cocheras
1995,18827266.0,https://www.argenprop.com/departamento-en-venta-en-villa-luro-2-ambientes--18827266,75000.0,USD,130000.0,Departamento,43.0,11.0,54.0,20.0,,2.0,1.0,Muy Bueno,Interno,,-34.63555,-58.4902,https://www.argenprop.com/static-content/66272881/df96e510-53ed-42ed-a6fe-77bf1eb10b17_u_small.jpg,images/18827266.jpg,,,b''
1996,16676509.0,https://www.argenprop.com/departamento-en-venta-en-floresta-1-ambiente--16676509,65000.0,USD,,Departamento,32.0,3.0,35.0,,,1.0,1.0,Excelente,Frente,E,-34.63646,-58.4874,https://www.argenprop.com/static-content/90567661/2f6a53f3-9d02-41cc-834e-cce7d22c8c4d_u_small.jpg,images/16676509.jpg,,,b''
1997,16662292.0,https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--16662292,138900.0,USD,,,52.0,,55.0,,,2.0,2.0,Bueno,Frente,NE,-34.60268,-58.41276,https://www.argenprop.com/static-content/29226661/9f54582b-61a3-41ab-b85a-8e6a1b1ad891_u_small.jpg,images/16662292.jpg,,,b''
1998,11116776.0,https://www.argenprop.com/departamento-en-venta-en-once-2-ambientes--11116776,60000.0,USD,190000.0,Departamento,30.0,4.0,34.0,50.0,,2.0,,Bueno,Frente,N,-34.60786,-58.40355,https://www.argenprop.com/static-content/67761111/e9996ec5-2f0a-436c-9c7a-047d9966a9e3_u_small.jpg,images/11116776.jpg,,,b''
1999,12645956.0,https://www.argenprop.com/ph-en-venta-en-villa-general-mitre-3-ambientes--12645956,140000.0,USD,,,43.0,7.0,51.0,,,3.0,,Excelente,Frente,,-34.61453,-58.474102,https://www.argenprop.com/static-content/65954621/d8770878-3258-4c71-be6e-ceac25a05b90_u_small.jpg,images/12645956.jpg,,,b''
2000,15724868.0,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-2-ambientes--15724868,88000.0,USD,71000.0,Departamento,40.0,,40.0,,,2.0,1.0,Muy Bueno,Lateral,N,-34.59435,-58.40366,https://www.argenprop.com/static-content/86842751/9d0f7f3e-a646-4362-99db-e9cce9462935_u_small.jpg,images/15724868.jpg,,,b''
2001,16737551.0,https://www.argenprop.com/departamento-en-venta-en-nunez-6-ambientes--16737551,890000.0,USD,990000.0,Penthouse,183.0,,241.0,26.0,,6.0,3.0,,,,-34.5463,-58.46457,https://www.argenprop.com/static-content/15573761/dded5bbe-8f9d-4097-b4ed-b8762db7d994_u_small.jpg,images/16737551.jpg,,,b''
2002,16269658.0,https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--16269658,196397.0,USD,136770.0,Departamento,38.0,20.0,58.0,,,2.0,1.0,Excelente,Frente,,-34.5882,-58.4194,https://www.argenprop.com/static-content/85696261/46ce9e30-cd93-4a2b-838c-d45cde39e4fe_u_small.jpg,images/16269658.jpg,,,b''
2003,16269746.0,https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--16269746,204106.0,USD,145620.0,Departamento,41.0,11.0,51.0,,,2.0,2.0,Excelente,Frente,,-34.5882,-58.4194,https://www.argenprop.com/static-content/64796261/19250ad5-d59b-447e-ab55-3fcad9cb0553_u_small.jpg,images/16269746.jpg,,,b''
2004,17826558.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--17826558,109000.0,USD,130000.0,Departamento,35.0,4.0,39.0,3.0,,1.0,1.0,Excelente,Interno,E,-34.58001,-58.48908,https://www.argenprop.com/static-content/85562871/be2779d3-3121-4ba8-96dc-b01915b3889f_u_small.jpg,images/17826558.jpg,,,b''
2005,18047394.0,https://www.argenprop.com/departamento-en-venta-en-barracas-2-ambientes--18047394,109000.0,USD,,Departamento,53.0,7.0,60.0,15.0,,2.0,1.0,Excelente,Frente,,-34.6315,-58.37543,https://www.argenprop.com/static-content/49374081/66ca420f-a244-4ca0-bf67-313fcd3bc327_u_small.jpg,images/18047394.jpg,,,b''
2006,18048564.0,https://www.argenprop.com/departamento-en-venta-en-villa-luro-3-ambientes--18048564,127000.0,USD,150000.0,Departamento,117.0,3.0,120.0,50.0,,3.0,1.0,Muy Bueno,Frente,,-34.63463,-58.49994,https://www.argenprop.com/static-content/46584081/e69ae9e3-3e44-4f07-aece-ee500c2c085f_u_small.jpg,images/18048564.jpg,,,b''
2007,18098652.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--18098652,130000.0,USD,166700.0,,55.0,,55.0,65.0,,3.0,1.0,,Frente,S,-34.623672,-58.442825,https://www.argenprop.com/static-content/25689081/c8c430f2-0406-4c2b-afb8-4a8a890ccbff_u_small.jpg,images/18098652.jpg,,,b''
2008,18181244.0,https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--18181244,95000.0,USD,156000.0,Departamento,26.0,,26.0,40.0,,2.0,1.0,Muy Bueno,,,-34.58149,-58.40794,https://www.argenprop.com/static-content/44218181/549839be-5df6-4b24-92be-4b576575aaa8_u_small.jpg,images/18181244.jpg,,,b''
2009,17568543.0,https://www.argenprop.com/departamento-en-venta-en-liniers-2-ambientes--17568543,100000.0,USD,70000.0,Departamento,50.0,,50.0,,,2.0,,Muy Bueno,,,-34.63972,-58.51674,https://www.argenprop.com/static-content/34586571/5f756b6a-43b2-4aaa-be5a-273ab237b0fa_u_small.jpg,images/17568543.jpg,,,b''
2010,18277613.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-3-ambientes--18277613,149000.0,USD,196000.0,Departamento,72.0,,72.0,45.0,,3.0,1.0,,Frente,,-34.579994,-58.47517,https://www.argenprop.com/static-content/31677281/0639f928-83af-4bfc-a877-92136de6b150_u_small.jpg,images/18277613.jpg,,,b''
2011,18282972.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-2-ambientes--18282972,133000.0,USD,156000.0,Departamento,40.0,5.0,45.0,22.0,,2.0,1.0,Excelente,Contrafrente,S,-34.57462,-58.48238,https://www.argenprop.com/static-content/27928281/06e94e60-89f6-45bf-82f4-69a754a96457_u_small.jpg,images/18282972.jpg,,,b''
2012,18333627.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-4-ambientes--18333627,277750.0,USD,,Departamento,85.0,16.0,101.0,,,4.0,2.0,Excelente,Frente,,-34.60607,-58.44144,https://static1.sosiva451.com/73772381/a497360f-022d-41b3-8d54-7792b32b7776_u_small.jpg,images/18333627.jpg,,,b''
2013,18245957.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--18245957,81000.0,USD,,Departamento,30.0,3.0,34.0,,,1.0,1.0,Excelente,Contrafrente,E,-34.59698,-58.42779,https://www.argenprop.com/static-content/75954281/287eb94e-3302-4b36-a56d-2f75dc9b6447_u_small.jpg,images/18245957.jpg,,,b''
2014,17609837.0,https://www.argenprop.com/ph-en-venta-en-parque-rivadavia-6-ambientes--17609837,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/73890671/0d99a772-6fa3-4e51-8d00-1e8ef61d7aff_u_small.jpg,images/17609837.jpg,,,b''
2015,17891096.0,https://www.argenprop.com/departamento-en-venta-en-lomas-de-nunez-3-ambientes--17891096,139000.0,USD,215000.0,Semipiso,,,,35.0,,3.0,1.0,,Frente,N,-34.53893,-58.47416,https://www.argenprop.com/static-content/69019871/099e20a3-adee-422c-9b88-14302565d26b_u_small.jpg,images/17891096.jpg,,,b''
2016,18377659.0,https://www.argenprop.com/departamento-en-venta-en-flores-1-ambiente--18377659,93000.0,USD,170000.0,,30.0,35.0,65.0,5.0,,1.0,1.0,,Frente,,-34.61708,-58.465603,https://www.argenprop.com/static-content/95677381/c08e12ce-c0e8-4614-b1ee-a4e4bd3088aa_u_small.jpg,images/18377659.jpg,,,b''
2017,16633140.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--16633140,67000.0,USD,80000.0,,38.0,,38.0,35.0,,2.0,1.0,,Interno,E,-34.61078,-58.393417,https://www.argenprop.com/static-content/04133661/02cc1a88-a5b8-4024-a234-15477556a216_u_small.jpg,images/16633140.jpg,,,b''
2018,18289887.0,https://www.argenprop.com/departamento-en-venta-en-barrio-san-pedro-2-ambientes--18289887,,ARS,240000.0,Departamento,69.0,4.0,74.0,13.0,,2.0,1.0,Excelente,Contrafrente,NO,-34.61269,-58.505,https://www.argenprop.com/static-content/78898281/b780b706-824e-438b-854c-8362b4f680c1_u_small.jpg,images/18289887.jpg,,,b''
2019,18428903.0,https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--18428903,140000.0,USD,,,33.0,,33.0,,,1.0,1.0,,Frente,NE,-34.583847,-58.433327,https://www.argenprop.com/static-content/30982481/b5ea6b43-81d4-46a7-8829-adef53fafcf6_u_small.jpg,images/18428903.jpg,,,b''
2020,18609229.0,https://www.argenprop.com/departamento-en-venta-en-villa-luro-3-ambientes--18609229,120000.0,USD,200000.0,Departamento,55.0,3.0,58.0,20.0,,3.0,1.0,Bueno,Contrafrente,SO,-34.63869,-58.50676,https://www.argenprop.com/static-content/92290681/9cb2aa34-6f4f-4757-b028-3c0629cb6277_u_small.jpg,images/18609229.jpg,,,b''
2021,18628490.0,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-3-ambientes--18628490,210000.0,USD,266000.0,,59.0,28.0,87.0,40.0,,3.0,2.0,,Frente,N,-34.5995,-58.386353,https://www.argenprop.com/static-content/09482681/8ddc4c12-2d97-4cbc-89c2-aaa0ea463775_u_small.jpg,images/18628490.jpg,,,b''
2022,18454772.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-chico-4-ambientes--18454772,1032649.0,USD,,,152.0,5.0,157.0,,,4.0,3.0,,Frente,N,-34.55425,-58.438347,https://www.argenprop.com/static-content/27745481/84c1d15a-16ad-46ae-a7d7-5278de782300_u_small.jpg,images/18454772.jpg,,,b''
2023,18454774.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-chico-4-ambientes--18454774,917682.0,USD,,,161.0,,161.0,,,4.0,4.0,,Frente,N,-34.55425,-58.438347,https://www.argenprop.com/static-content/47745481/d3c7dd1c-5e48-41b6-9f7f-c6f3e97c7523_u_small.jpg,images/18454774.jpg,,,b''
2024,18454776.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-chico-4-ambientes--18454776,915494.0,USD,,,169.0,15.0,184.0,,,4.0,3.0,,Contrafrente,N,-34.55425,-58.438347,https://www.argenprop.com/static-content/67745481/1770cd3f-381f-4b85-9e9a-33c07eed1e21_u_small.jpg,images/18454776.jpg,,,b''
2025,18463103.0,https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--18463103,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/30136481/c62595d4-11fe-4e9d-89fe-09662d70eb45_u_small.jpg,images/18463103.jpg,,,b''
2026,18746321.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18746321,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/12364781/71f18998-a62d-4690-9da0-4a6146f78c30_u_small.jpg,images/18746321.jpg,,,b''
2027,17002977.0,https://www.argenprop.com/departamento-en-venta-en-mataderos-2-ambientes--17002977,62000.0,USD,35000.0,Departamento,39.0,,39.0,57.0,,2.0,1.0,,Lateral,,-34.65439,-58.50377,https://www.argenprop.com/static-content/77920071/ab56355d-db34-4da3-9ec8-54afea51ba5c_u_small.jpg,images/17002977.jpg,,,b''
2028,18464675.0,https://www.argenprop.com/casa-en-venta-en-barrio-san-pedro-4-ambientes--18464675,280000.0,USD,,Duplex,135.0,47.0,182.0,,,4.0,2.0,Excelente,,,-34.60809,-58.5227,https://www.argenprop.com/static-content/57646481/e00b5168-8724-4295-8573-af2fa4a88215_u_small.jpg,images/18464675.jpg,,,b''
2029,18668613.0,https://www.argenprop.com/departamento-en-venta-en-parque-chas-1-ambiente--18668613,110000.0,USD,,,31.0,,36.0,3.0,,1.0,1.0,Excelente,Contrafrente,E,-34.58768,-58.47911,https://www.argenprop.com/static-content/31686681/bae7718c-fb25-4c3f-8ccf-db391a7d1fd3_u_small.jpg,images/18668613.jpg,,,b''
2030,18780090.0,https://www.argenprop.com/departamento-en-venta-en-flores-4-ambientes--18780090,150000.0,USD,,,80.0,,91.0,46.0,,4.0,1.0,Muy Bueno,,,-34.6336,-58.46696,https://www.argenprop.com/static-content/09008781/64d074ff-6323-4b7b-a62e-80e7f07e5615_u_small.jpg,images/18780090.jpg,,,b''
2031,18551979.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--18551979,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/97915581/96f1938b-0676-43d5-9b24-c679bdb81dbe_u_small.jpg,images/18551979.jpg,,,b''
2032,15481060.0,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-3-ambientes--15481060,230000.0,USD,198000.0,Duplex,70.0,14.0,84.0,,,3.0,2.0,Excelente,Frente,NO,-34.59839,-58.48634,https://www.argenprop.com/static-content/06018451/5f615cce-ab54-4fce-8059-c702674e3b86_u_small.jpg,images/15481060.jpg,,,b''
2033,18771011.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18771011,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/11017781/8848c824-f6c8-430e-95c7-d048701dd150_u_small.jpg,images/18771011.jpg,,,b''
2034,18572102.0,https://www.argenprop.com/departamento-en-venta-en-flores-norte-3-ambientes--18572102,175000.0,USD,230445.0,Departamento,62.0,24.0,90.0,50.0,,3.0,1.0,Muy Bueno,Frente,N,-34.61556,-58.4634,https://www.argenprop.com/static-content/20127581/de0875c4-311e-41cc-8bad-b78ebc6c27c7_u_small.jpg,images/18572102.jpg,,,b''
2035,17330326.0,https://www.argenprop.com/departamento-en-venta-en-colegiales-3-ambientes--17330326,474500.0,USD,,,108.0,,108.0,,,3.0,2.0,,Contrafrente,NE,-34.577057,-58.457726,https://www.argenprop.com/static-content/62303371/ac1f7d5f-f8ed-45b0-a8a5-63b9b271fcb9_u_small.jpg,images/17330326.jpg,,,b''
2036,16869747.0,https://www.argenprop.com/departamento-en-venta-en-colegiales-3-ambientes--16869747,92000.0,USD,28000.0,Departamento,48.0,2.0,50.0,50.0,,3.0,1.0,Bueno,Frente,,-34.578857,-58.450405,https://www.argenprop.com/static-content/74796861/ce9d7f9f-1417-4451-9532-494208507082_u_small.jpg,images/16869747.jpg,,,b''
2037,18805609.0,https://www.argenprop.com/departamento-en-venta-en-floresta-3-ambientes--18805609,112000.0,USD,290000.0,Departamento,58.0,3.0,61.0,55.0,,3.0,1.0,Bueno,Lateral,,-34.62418,-58.49296,https://www.argenprop.com/static-content/90650881/91438516-a365-4c38-87a3-87cae57e66b5_u_small.jpg,images/18805609.jpg,,,b''
2038,18552542.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-barrancas--18552542,95000.0,USD,205000.0,Departamento,35.0,4.0,39.0,45.0,,,1.0,Muy Bueno,Contrafrente,E,-34.55754,-58.45039,https://www.argenprop.com/static-content/24525581/124874df-c007-413f-9581-33a7201f64ae_u_small.jpg,images/18552542.jpg,,,b''
2039,18803349.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-3-ambientes--18803349,179000.0,USD,300000.0,Departamento,65.0,10.0,80.0,50.0,,3.0,2.0,Excelente,Frente,NO,-34.56846,-58.44745,https://www.argenprop.com/static-content/94330881/de39d33a-8e9f-4576-84a0-22bb6894adcc_u_small.jpg,images/18803349.jpg,,,b''
2040,18836859.0,https://www.argenprop.com/departamento-en-venta-en-microcentro-1-ambiente--18836859,120000.0,USD,,,49.0,28.0,77.0,,,1.0,1.0,,Interno,,-34.604668,-58.39432,https://www.argenprop.com/static-content/95863881/4526ff29-ecda-48e0-8e4b-496abb42ec75_u_small.jpg,images/18836859.jpg,,,b''
2041,18770043.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18770043,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/34007781/80e211ee-7a26-42fc-b5b9-2acefeeb8d56_u_small.jpg,images/18770043.jpg,,,b''
2042,18381089.0,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-3-ambientes--18381089,,ARS,120000.0,Departamento,50.0,3.0,53.0,45.0,,3.0,1.0,Excelente,,,-34.59977,-58.39355,https://www.argenprop.com/static-content/98018381/8f39c05a-b673-40b1-b4da-3bb16d3f8c03_u_small.jpg,images/18381089.jpg,,,b''
2043,18741838.0,https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--18741838,70000.0,USD,170000.0,Departamento,45.0,2.0,48.0,50.0,,2.0,1.0,Muy Bueno,Contrafrente,NE,-34.60738,-58.42021,https://www.argenprop.com/static-content/83814781/4192e5c6-1361-4d61-aee9-c04a7bbacaed_u_small.jpg,images/18741838.jpg,,,b''
2044,18679155.0,https://www.argenprop.com/departamento-en-venta-en-mataderos-3-ambientes--18679155,145000.0,USD,210000.0,,61.0,,61.0,15.0,,3.0,1.0,,Contrafrente,E,-34.652737,-58.514465,https://www.argenprop.com/static-content/55197681/a623526b-ce6e-49bf-993c-4e22cf5a7b30_u_small.jpg,images/18679155.jpg,,,b''
2045,18722833.0,https://www.argenprop.com/departamento-en-venta-en-mataderos-3-ambientes--18722833,142000.0,USD,79840.0,Ph,78.0,8.0,86.0,,,3.0,1.0,Excelente,Frente,,-34.6513,-58.51203,https://www.argenprop.com/static-content/33822781/2a7dd9d0-1f06-4ed5-ba74-7f879f6594e1_u_small.jpg,images/18722833.jpg,,,b''
2046,17447524.0,https://www.argenprop.com/departamento-en-venta-en-mataderos-3-ambientes--17447524,175000.0,USD,,,67.0,3.0,80.0,,,3.0,2.0,Excelente,Contrafrente,N,-34.6405,-58.51115,https://www.argenprop.com/static-content/42574471/5507766d-d5ed-44d9-835c-7826f3bce430_u_small.jpg,images/17447524.jpg,,,b''
2047,18875601.0,https://www.argenprop.com/departamento-en-venta-en-paternal-2-ambientes--18875601,131000.0,USD,,,39.0,,46.0,4.0,,2.0,1.0,Excelente,Lateral,,-34.60217,-58.4667,https://www.argenprop.com/static-content/10657881/8fe1811c-35ce-406d-ac1d-8d37473238c5_u_small.jpg,images/18875601.jpg,,,b''
2048,17891939.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-5-ambientes--17891939,347500.0,USD,670000.0,,160.0,,184.0,30.0,,5.0,3.0,Muy Bueno,Frente,N,,,https://www.argenprop.com/static-content/93919871/69fcca83-9c8a-4b3a-ac2f-8ca77b36e216_u_small.jpg,images/17891939.jpg,,,b''
2049,18773188.0,https://www.argenprop.com/departamento-en-venta-en-nunez-2-ambientes--18773188,155000.0,USD,200000.0,,45.0,,49.0,10.0,,2.0,1.0,Bueno,,,-34.5494,-58.46106,https://www.argenprop.com/static-content/88137781/2de468cb-02e9-4d09-aec3-4c30ce012068_u_small.jpg,images/18773188.jpg,,,b''
2050,17832717.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-2-ambientes--17832717,147500.0,USD,,,54.0,6.0,60.0,,,2.0,1.0,,Frente,NE,-34.59843,-58.43824,https://www.argenprop.com/static-content/71723871/9246591c-2400-4758-90f9-ff0cdb2ec29e_u_small.jpg,images/17832717.jpg,,,b''
2051,17407571.0,https://www.argenprop.com/departamento-en-venta-en-monte-castro-3-ambientes--17407571,175000.0,USD,,Duplex,71.0,24.0,95.0,20.0,,3.0,1.0,Excelente,Frente,E,-34.61668,-58.50274,https://www.argenprop.com/static-content/17570471/105a4312-ae12-4459-ab37-204fd2b1326a_u_small.jpg,images/17407571.jpg,,,b''
2052,18833204.0,https://www.argenprop.com/ph-en-venta-en-versalles-2-ambientes--18833204,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/40233881/6e00f960-31d0-481e-945f-836fb4106a03_u_small.jpg,images/18833204.jpg,,,b''
2053,18380510.0,https://www.argenprop.com/casa-en-venta-en-floresta-6-ambientes--18380510,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/01508381/85bb5525-6c99-489e-b160-f463e65ef104_u_small.jpg,images/18380510.jpg,,,b''
2054,18794275.0,https://www.argenprop.com/ph-en-venta-en-villa-crespo-4-ambientes--18794275,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/57249781/c2a74ed4-b657-40d1-8416-c0aca201deb1_u_small.jpg,images/18794275.jpg,,,b''
2055,17946816.0,https://www.argenprop.com/ph-en-venta-en-versalles-3-ambientes--17946816,169000.0,USD,,,51.0,19.0,70.0,,,3.0,,Excelente,Interno,,-34.627907,-58.51942,https://www.argenprop.com/static-content/61864971/13d998a1-461e-4f26-b3b5-8561df47eef3_u_small.jpg,images/17946816.jpg,,,b''
2056,18848382.0,https://www.argenprop.com/ph-en-venta-en-flores-3-ambientes--18848382,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/28384881/fbb2c309-16b2-4029-a24a-ce62a5491bba_u_small.jpg,images/18848382.jpg,,,b''
2057,18837289.0,https://www.argenprop.com/departamento-en-venta-en-microcentro-2-ambientes--18837289,150000.0,USD,,,79.0,24.0,103.0,,,2.0,1.0,,Contrafrente,,-34.604668,-58.39432,https://www.argenprop.com/static-content/98273881/d2cee9a2-28e7-4ad6-909a-c5417a126202_u_small.jpg,images/18837289.jpg,,,b''
2058,18409417.0,https://www.argenprop.com/departamento-en-venta-en-microcentro-1-ambiente--18409417,49000.0,USD,150000.0,,30.0,,30.0,40.0,,1.0,1.0,,Frente,S,-34.59996,-58.375294,https://www.argenprop.com/static-content/71490481/aa149f40-83d8-4a3e-bfac-b194508f8043_u_small.jpg,images/18409417.jpg,,,b''
2059,18832171.0,https://www.argenprop.com/casa-en-venta-en-monte-castro-7-ambientes--18832171,790000.0,USD,,,600.0,323.0,923.0,25.0,,7.0,4.0,Excelente,,N,,,https://www.argenprop.com/static-content/17123881/2c45528f-af40-4bb7-a8f7-31769bed3eb2_u_small.jpg,images/18832171.jpg,,,b''
2060,18046138.0,https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--18046138,108000.0,USD,130000.0,Departamento,58.0,6.0,67.0,,,3.0,,Muy Bueno,Frente,,-34.611526,-58.412968,https://www.argenprop.com/static-content/83164081/7ac8adb1-d2a7-444e-9c8f-dcd7d506e49c_u_small.jpg,images/18046138.jpg,,,b''
2061,18449973.0,https://www.argenprop.com/casa-en-venta-en-monte-castro-5-ambientes--18449973,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/37994481/b6c85268-d679-4365-b782-9b99385e2038_u_small.jpg,images/18449973.jpg,,,b''
2062,17948060.0,https://www.argenprop.com/ph-en-venta-en-versalles-3-ambientes--17948060,210000.0,USD,,,75.0,62.0,137.0,,,3.0,,Excelente,Contrafrente,NO,-34.627907,-58.51942,https://www.argenprop.com/static-content/06084971/760ac370-5aa0-4491-a865-904fdec0456a_u_small.jpg,images/17948060.jpg,,,b''
2063,18460391.0,https://www.argenprop.com/departamento-en-venta-en-botanico-5-ambientes--18460391,375000.0,USD,500000.0,Departamento,120.0,16.0,136.0,55.0,,5.0,3.0,Regular,,,-34.58073,-58.41612,https://www.argenprop.com/static-content/19306481/2a8b3553-d262-418e-ac95-2ba2b57e7b2e_u_small.jpg,images/18460391.jpg,,,b''
2064,18848699.0,https://www.argenprop.com/casa-en-venta-en-coghlan-6-ambientes--18848699,795000.0,USD,,,210.0,138.0,348.0,15.0,,6.0,2.0,,,,-34.55723,-58.47464,https://www.argenprop.com/static-content/99684881/00391dc7-619e-4dcc-881a-311ab664890e_u_small.jpg,images/18848699.jpg,,,b''
2065,18657106.0,https://www.argenprop.com/casa-en-venta-en-villa-devoto-5-ambientes--18657106,780000.0,USD,,Casa,305.0,,305.0,52.0,,5.0,4.0,Excelente,,E,-34.59869,-58.51866,https://www.argenprop.com/static-content/60175681/98fc109b-a470-4c2a-aa5f-74d46fb06469_u_small.jpg,images/18657106.jpg,,,b''
2066,17836177.0,https://www.argenprop.com/casa-en-venta-en-floresta-5-ambientes--17836177,360000.0,USD,,Casa,180.0,48.0,228.0,,,5.0,2.0,Muy Bueno,,SE,-34.62674,-58.48211,https://www.argenprop.com/static-content/77163871/d33bf927-b3c2-4ca8-9871-12c7c4eef266_u_small.jpg,images/17836177.jpg,,,b''
2067,18370538.0,https://www.argenprop.com/casa-en-venta-en-coghlan--18370538,315000.0,USD,,Casa,165.0,,165.0,,,,,Bueno,,,-34.5591,-58.4769,https://www.argenprop.com/static-content/83507381/4b76a6d0-5183-428a-9cae-bce123442f91_u_small.jpg,images/18370538.jpg,,,b''
2068,17015869.0,https://www.argenprop.com/casa-en-venta-en-coghlan--17015869,,ARS,,Casa,412.0,223.0,635.0,20.0,,,6.0,Excelente,,E,-34.55904,-58.47954,https://www.argenprop.com/static-content/27773411/821fd754-7835-4fb5-bb16-11037b7c729f_u_small.jpg,images/17015869.jpg,,,b''
2069,17766270.0,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-3-ambientes--17766270,139000.0,USD,120000.0,Piso,70.0,,70.0,50.0,,3.0,1.0,Excelente,Contrafrente,,-34.59204,-58.42833,https://www.argenprop.com/static-content/07266771/7bce31d2-cc3c-47d2-854c-77e8fbc69448_u_small.jpg,images/17766270.jpg,,,b''
2070,18782723.0,https://www.argenprop.com/departamento-en-venta-en-centro-4-ambientes--18782723,135000.0,USD,137500.0,,91.0,,91.0,75.0,,5.0,3.0,,Contrafrente,,-34.60252,-58.38034,https://www.argenprop.com/static-content/32728781/b3dcf54b-3c90-4fb7-8ce0-0ee26980b43e_u_small.jpg,images/18782723.jpg,,,b''
2071,18794234.0,https://www.argenprop.com/departamento-en-venta-en-floresta-4-ambientes--18794234,189900.0,USD,355000.0,,169.0,,169.0,,,4.0,3.0,,Frente,,-34.63136,-58.4662,https://www.argenprop.com/static-content/43249781/e1d8345c-8fad-4b6f-a87c-a369a8ea6d45_u_small.jpg,images/18794234.jpg,,,b''
2072,18804084.0,https://www.argenprop.com/departamento-en-venta-en-floresta-2-ambientes--18804084,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/48040881/3c523473-177e-4ff5-98b8-234fdb696db7_u_small.jpg,images/18804084.jpg,,,b''
2073,18811673.0,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-3-ambientes--18811673,209000.0,USD,,,65.0,,65.0,15.0,,3.0,2.0,,Contrafrente,E,-34.59782,-58.411465,https://www.argenprop.com/static-content/37611881/869249e7-a5c5-4f50-99a7-6a5b8f4778eb_u_small.jpg,images/18811673.jpg,,,b''
2074,17646314.0,https://www.argenprop.com/ph-en-venta-en-liniers-2-ambientes--17646314,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/41364671/8d4547c5-c8b0-4f81-b48d-f4d8fc5c4203_u_small.jpg,images/17646314.jpg,,,b''
2075,12761365.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--12761365,110000.0,USD,,,73.0,3.0,76.0,40.0,,4.0,2.0,,Frente,,-34.604248,-58.399387,https://www.argenprop.com/static-content/56316721/6c350ab2-ed68-4dea-8801-161442a4059f_u_small.jpg,images/12761365.jpg,,,b''
2076,16258716.0,https://www.argenprop.com/ph-en-venta-en-parque-avellaneda-2-ambientes--16258716,68000.0,USD,,,73.0,,73.0,40.0,,2.0,,,Lateral,,-34.642323,-58.473343,https://www.argenprop.com/static-content/61785261/35117582-d0f8-4b45-974d-6dfd2ab9d6d9_u_small.jpg,images/16258716.jpg,,,b''
