id,url,precio,expensas,area_m2,dormitorios,antiguedad,puntaje_arg_prop,imagen_path,image_url,lat,lon,valido_desde
18919605,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-6-ambientes--18919605,"(nan, nan)",0.0,,3 dorm.,,1,images/18919605.jpg,https://proxy.sosiva451.com/proxy/81AA8631D26B3A692EEDA9DDF2376376B28513F9B86E892062C6D7651F7BA15CE42A90F4827F98C83F5418B14B8F3B8242B570BD88DB08847CE96C5D8D552AA174435C67A65E2BCCA07D7F6F77141D5E2825A6DD1CA92DF2FB59DC3DD815FAEAD0413CDD35A80374B430C78DC4BE3488133E851A09B1EB25C354D121905302A8629BF1D15F85E78AF9DED353193D8BD5,-34.594067,-58.3908,2026-01-26 18:43:18.456562
18919645,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--18919645,"(nan, nan)",0.0,,1 dorm.,,0,images/18919645.jpg,https://www.argenprop.com/static-content/54691981/6d86da5c-6cda-4705-86c1-c4aac7dd30f9_u_small.jpg,-34.597656,-58.4176,2026-01-26 18:43:18.456562
18794141,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--18794141,"(nan, nan)",0.0,,1 dorm.,,1,images/18794141.jpg,https://proxy.sosiva451.com/proxy/63431EAF06452E73FF000CA1CE0EF062A90E2CE2747AC9C4F3C6755C9C57026D581ED6D7506430F1346C1F377A0DBF5FB885BF5B297E8CC4324CCE9F70DBE121B3C901D572210534C695AEF2E4068EEF09AD05949498D1D59CFD1B47B06D28A530BC3D2EF3764027FDC89991305B53CA110A26552111AB08614D39F01D8AA7A06DE3E11E7ACA81014D965F7F7608B8DD3AA3CCCFCBD63D02D18BB9AA397C45E0,-34.56918,-58.435047,2026-01-26 18:43:18.456562
18910468,https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--18910468,"(nan, nan)",0.0,,,,0,images/18910468.jpg,https://www.argenprop.com/static-content/86401981/3de7c930-2bcd-431e-b539-720112e84612_u_small.jpg,,,2026-01-26 18:43:18.456562
18919637,https://www.argenprop.com/departamento-en-alquiler-en-parque-patricios-2-ambientes--18919637,"(nan, nan)",0.0,,1 dorm.,,12,images/18919637.jpg,https://www.argenprop.com/static-content/73691981/d48eaf35-82da-4690-90a4-2505248ce1e5_u_small.jpg,-34.63459,-58.41602,2026-01-26 18:43:18.468379
6750670,https://www.argenprop.com/departamento-en-alquiler-en-almagro-2-ambientes--6750670,"(nan, nan)",0.0,,1 dorm.,,0,images/6750670.jpg,https://www.argenprop.com/static-content/0760576/77bb727b-c998-4cdf-9a1f-55adebba93e3_u_small.jpg,-34.61301,-58.42201,2026-01-26 18:43:18.472631
18919379,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-3-ambientes--18919379,"(nan, nan)",0.0,,2 dorm.,,0,images/18919379.jpg,https://www.argenprop.com/static-content/97391981/3ab41643-b193-46a0-8aa7-8f359ab64e6b_u_small.jpg,-34.56732,-58.43463,2026-01-26 18:43:18.473114
18919333,https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-3-ambientes--18919333,"(nan, nan)",0.0,,2 dorm.,,0,images/18919333.jpg,https://proxy.sosiva451.com/proxy/EEF51727C15056AB15892507622468CF6BDCE0B020941054C328AC4F7A3168E921C5308AB5B9F19E0E26ADB9FFD74E8352F1476A1D3584F17D0A04FE8F42EA862708FE59B39B336E2EE137CFFFD34EA00C62B871CB15037523462E0215F93035E4D7C66FAB9D2EDBCEC911BE4E8418784023D8790E2C73887671540A817121E764CECCA8B9953675C70E65413DAB18948AD129E0D15119DFCEEE10D3BA76ED06,-34.60759,-58.491714,2026-01-26 18:43:18.474504
18919577,https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-4-ambientes--18919577,"(nan, nan)",0.0,,1 dorm.,,1,images/18919577.jpg,https://www.argenprop.com/static-content/77591981/c418c277-ba37-471c-947d-99ce498ec30a_u_small.jpg,-34.60103,-58.442463,2026-01-26 18:43:18.475602
18919588,https://www.argenprop.com/departamento-en-alquiler-en-boedo-2-ambientes--18919588,"(nan, nan)",0.0,,1 dorm.,,23,images/18919588.jpg,https://www.argenprop.com/static-content/88591981/5a415cc6-7776-444d-b4ea-561f39a338ad_u_small.jpg,-34.63459,-58.41602,2026-01-26 18:43:18.476606
18905340,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-3-ambientes--18905340,"(nan, nan)",0.0,,2 dorm.,,0,images/18905340.jpg,https://www.argenprop.com/static-content/04350981/d0c273a2-92ef-488b-be11-2c955e968556_u_small.jpg,-34.573463,-58.423252,2026-01-26 18:43:18.477511
18919608,https://www.argenprop.com/departamento-en-alquiler-en-barracas-1-ambiente--18919608,"(nan, nan)",0.0,,,,18,images/18919608.jpg,https://proxy.sosiva451.com/proxy/11C0135DA0AB786BDC91C9C09F5EB4471F98A8C9ECFF64092D0524BEA04D0D43FDFA15F6563F416D6B22990C0586B49319E7A09ED033A1CC6A6708D560FF87258B349227A174E0AFA2DA8D6E4824008768D3D1AA63684B16B63CA7303D611DA3,-34.63656,-58.37394,2026-01-26 18:43:18.478512
